name,images,type,capacity,bathroom,bedroom,bed,desc,price,reivew_count,rating
Cheateau Lestage,https://a0.muscache.com/im/pictures/ddbf9e4e-7fba-4975-a205-1bdd944af386.jpg?aki_policy=large,Private room,6,2.5,2,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",289,0,
West Asheville Gem! *Laundry service included!,https://a0.muscache.com/im/pictures/d33eae64-29ef-4fee-8cc5-bf907f77e359.jpg?aki_policy=large,Entire home/apt,4,1.0,1,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""No stairs or steps to enter"",""Wide entryway""}",85,1,100
Peaceful Apartment Close to Downtown,https://a0.muscache.com/im/pictures/3261fad2-db4f-49b3-89e0-871901bb6899.jpg?aki_policy=large,Entire home/apt,4,2.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Other}",110,55,97
"""The Grotto"" Private King-size Suite",https://a0.muscache.com/im/pictures/a3c8ba6c-2488-4db4-9f9e-0ce068fa12a1.jpg?aki_policy=large,Entire home/apt,3,1.0,1,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics""}",58,73,98
Modern Townhome Minutes from Downtown/South Slope,https://a0.muscache.com/im/pictures/3abf7472-ad23-44ed-9bdb-8f3e3dbe93c9.jpg?aki_policy=large,Private room,4,1.0,2,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hot water"",Other}",80,41,99
*Asheville's Good Vibes Suite* (pets welcome),https://a0.muscache.com/im/pictures/cc9b1a19-c2bc-49b5-8483-aa1d11b8da2b.jpg?aki_policy=large,Entire home/apt,4,1.0,1,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Cleaning before checkout""}",75,68,99
LARGE COLORFUL HOME - 15 MINUTES FROM DOWNTOWN,https://a0.muscache.com/im/pictures/86d77d6b-605e-4232-ab98-647ebdc8a5ba.jpg?aki_policy=large,Entire home/apt,6,3.0,3,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",Bathtub,""Fireplace guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",135,29,98
Botany Abode: private apt near Blue Ridge Parkway,https://a0.muscache.com/im/pictures/1620aa44-b1cf-4711-ae23-12ce75a45e18.jpg?aki_policy=large,Entire home/apt,3,1.0,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""BBQ grill"",""Garden or backyard""}",75,29,96
Visit the Biltmore House from Beautiful Wood-Rich Home,"https://a0.muscache.com/4ea/air/v2//pictures/37fbcd15-b5a3-4806-ac9a-5bb7732dd303.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Entire home/apt,6,2.0,2,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",""Bedroom comforts"",""Bathroom essentials""}",248,38,98
Pet friendly basement studio apt in West Asheville,https://a0.muscache.com/im/pictures/dffc973c-8689-4d31-bf66-9911b6cbdfee.jpg?aki_policy=large,Entire home/apt,3,1.0,0,2,"{Wifi,""Air conditioning"",""Free parking on premises"",""Pets allowed"",Heating,""Smoke detector"",Essentials,""Lock on bedroom door"",Hangers,""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",64,59,96
Downtown Getaway + Modern Bungalow / SIDE SUITE,https://a0.muscache.com/im/pictures/302dcd29-9b0f-4e61-8134-0a923e3bc7c4.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Wide hallways"",""Wide entrance for guests"",""Disabled parking spot"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway"",""Roll-in shower""}",100,44,95
1920s Urban Bedroom #1 near Downtown Asheville,https://a0.muscache.com/im/pictures/cfa100d1-9114-4d4e-a47a-8bd3d7f5f6af.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",44,94,99
"Private , Peaceful 1 Bedroom Apt.",https://a0.muscache.com/im/pictures/664ec4e3-5e5d-4bd0-91e2-60a2fce3cf16.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Fireplace guards"",""Pack ’n Play/travel crib"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed""}",92,36,100
1920s Urban Bedroom (#2) close to downtown,https://a0.muscache.com/im/pictures/b8e11e0c-4c1b-4111-bafa-a4ad90bebd22.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Hot water"",""Bed linens"",Refrigerator}",45,80,98
King Room with Breakfast in Asheville,https://a0.muscache.com/im/pictures/010729a5-5bea-49a0-bfe8-fa9b7078fcfd.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,Bathtub,""Hot water"",""Garden or backyard""}",117,4,100
"Downtown Asheville in Comfort, Style & Value! -#10",https://a0.muscache.com/im/pictures/d75d55c2-76c1-4495-b26d-ea2c98e694c0.jpg?aki_policy=large,Private room,2,2.0,1,1,"{Wifi,""Air conditioning"",""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Host greets you""}",89,36,97
Brookeside Cozy Cottage - Near Downtown Asheville,https://a0.muscache.com/im/pictures/bbb03df5-a40a-4ab7-8428-50e4941b24d8.jpg?aki_policy=large,Entire home/apt,4,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Lake access""}",75,114,100
Guest Suite in the Woods minutes from downtown,https://a0.muscache.com/im/pictures/a7b71b8f-92fc-469d-b0b0-eff9d60d7be8.jpg?aki_policy=large,Private room,6,1.0,0,4,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",Other}",125,6,98
Private Room Minutes from Sierra Nevada Brewery!,https://a0.muscache.com/im/pictures/29bcb0c6-8113-471d-9adf-58e93ddef447.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""Patio or balcony"",""Garden or backyard"",""Well-lit path to entrance""}",40,48,100
The Peaceful East,https://a0.muscache.com/im/pictures/fdf7da15-bb20-44c1-94d2-645f252e495e.jpg?aki_policy=large,Entire home/apt,3,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""No stairs or steps to enter"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Extra space around bed"",""Handheld shower head""}",95,60,99
Great location in a private and friendly setting,https://a0.muscache.com/im/pictures/fa16bcee-2631-41ac-8e8b-95c91ef8a3d5.jpg?aki_policy=large,Private room,3,1.0,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",38,59,99
"3 Mile Cabin - 3 miles to Downtown, Hot Tub, Views",https://a0.muscache.com/im/pictures/a4a82b76-5a73-4315-b87b-8a7dcf6cae8d.jpg?aki_policy=large,Entire home/apt,4,1.0,1,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard""}",150,55,99
"Convenience, Charm and Comfort",https://a0.muscache.com/im/pictures/80d4ae29-aee5-48b1-9912-73ac55f1b24a.jpg?aki_policy=large,Entire home/apt,2,1.0,1,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}",150,0,
"Hip Asheville ""Cabin-Esque"" Getaway - 3 Bdrms",https://a0.muscache.com/im/pictures/3050c27c-eb00-437f-897b-cc269a34f1d5.jpg?aki_policy=large,Entire home/apt,7,1.0,3,4,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Outlet covers"",Bathtub,""Baby bath"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide entryway"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",220,43,96
"Hip Asheville ""Cabin-Esque"" Guesthouse",https://a0.muscache.com/im/pictures/d45c8632-8326-48c8-9809-d9dfaae0506c.jpg?aki_policy=large,Entire home/apt,2,1.0,1,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Outlet covers"",""Baby bath"",""Babysitter recommendations"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Wide clearance to shower, toilet"",""Wide entryway"",""Handheld shower head"",""Shower chair""}",75,59,96
